Matches,Runs,Wickets,Strike_Rate
-1.64687544104351,-0.9330530313112227,-0.9962664068432829,-0.8137458641484488
1.1652738294500091,1.9965010212624328,1.7507531531750307,-1.4061584772189262
-1.630036223854926,-1.2995232443686657,-1.0382056367672268,-0.8595591062258995
0.6600973137924907,-0.453440659102009,1.7507531531750307,-0.15853751409250133
-0.5523263237855534,0.47763652377134386,-1.1640233265390578,1.1147546622669784
-0.28289884876821025,-0.09580105358811886,-0.7656006422615925,-0.9247244936636517
-1.310091097271831,-1.2476434250502928,-0.6607525674517332,-1.369428895208557
-0.6196831925398892,0.47211739405662334,-1.0591752517291986,1.0053557997199631
-0.13134589407095473,-0.9959711100590367,0.30384972079897227,-0.6324676045488832
-0.1987027628252905,1.2580414654328262,-0.6607525674517332,0.9109647233707342
1.5694150419760238,-0.04392123426974591,-0.7446310272996206,1.476916239724063
-0.5523263237855534,-0.32705258863490894,0.5345154853806627,1.3971380078305726
-0.23238119720245842,-0.40487231761246834,0.6183939452285502,-0.7308080983185822
0.8621679200554981,1.5185443879676352,-0.2623298831742679,0.2715540429966658
0.23911688407789208,0.36339053867662896,0.2828801058370004,1.980072019091922
-0.8049145816143126,0.19560899534912493,-0.30426911309821164,1.429918172420472
-0.7712361472371447,-1.279654377395672,-0.3252387280601835,-0.22725737720867595
0.6937757481696586,1.893845208568631,0.5135458704186908,-0.9345980372148263
1.0137208747527535,0.7221339701334631,-0.4091171879080709,-0.7387069331595221
0.559062010660987,-0.1642382620506534,1.9604493027947492,-0.12496746601850783
-0.1987027628252905,-0.36071927989470415,-0.8075398721855362,0.1791376753576712
-1.276412662894663,-1.1792062165877581,-0.3252387280601835,-1.1320689082383186
0.8116502684897463,-1.0649602314930433,0.8909989397341843,-0.30071654122941566
-0.6702008441056411,-0.10132018330283939,-1.143053711577086,0.8201281226999273
1.4852189560331042,-0.14602513399207565,2.9460212060074267,0.6724199111743545
0.12124236375780446,-0.6372276786022025,0.05221434125530997,-1.7201371621462793
0.40750905596373155,2.09253387829857,-0.2203906532503242,0.17242366574287182
0.8621679200554981,-0.4528887461305369,-0.34620834302215536,-0.3295472883988452
